fheight,sheight
66.5723,69.52338
66.64876,68.74406
67.71899,69.30986999999999
68.48725999999999,69.22570999999999
67.82769,69.24073
67.55801,69.4912
68.07763,69.11921
69.16715,68.93751
68.693,69.45774
68.61779,69.27599000000001
68.64797,69.22869
68.61666,68.70546999999999
70.36485,69.34638000000001
70.0099,68.87137
70.13984,69.30261999999999
70.2073,69.1579
71.28063,69.62727
70.90445,69.11014
72.19036,69.09595999999999
74.96203,69.03281
64.88218,69.85677
65.55174,70.06274
65.65889,69.89765
65.92826,70.26185
65.94198,70.52663000000001
67.43646,70.52744
67.48444,69.7865
67.61344,70.36684
68.4518,69.97604
68.49455999999999,69.83308000000001
68.1056,70.69951
69.48308,70.16871
69.07389,70.11632
69.39251,69.95433
69.44294000000001,70.31279
69.52131,69.80903
70.15463000000001,69.96791999999999
69.86910999999999,69.93939
70.44394,69.73486
70.85393,70.08397
71.30074,70.01015
72.13978,70.65025
72.19045,70.01253
75.43393,70.09076999999999
64.51788,71.34319
66.36335,70.81541999999999
65.56855,71.44929
66.78957,71.18675999999999
66.91193,71.66275999999999
68.1714,71.39516
67.50102,70.73612
67.83492,71.2608
68.95255,71.04720999999999
69.26,71.2592
68.74223,70.89486
69.74288,71.31732
70.29942,71.55712
70.04401999999999,71.17701
70.23559,71.03412
70.88075,71.37275
71.19091,71.64741
72.37396,71.1205
73.03345,70.91756
74.8083,71.66455
67.39520999999999,72.39198
67.31523,71.87928000000001
67.77951999999999,72.34482
69.33827,72.17265
68.72404,72.52078
69.98991,71.98836
69.75383000000001,72.34482
70.65942,72.45347
71.10882,72.26945
72.4811,71.96844
72.4801,72.18169
67.52214000000001,72.7864
68.23931,73.0414
68.7997,72.87858
69.89568,73.17304
71.48640999999999,73.63274
70.76482,72.88245
71.9137,73.18148000000001
63.08399,74.3209
68.23241,74.40727
70.05787,73.76791
70.83995999999999,73.92119
72.56944,73.75503
67.93353,75.56214
67.54033000000001,75.70222
72.79855,77.21338
62.67482,61.288819999999994
68.19196,74.28343000000001
65.07215,70.93101999999999
73.42952,75.34801999999999
62.94125,61.787580000000005
62.536669999999994,64.00009
69.90248000000001,62.4658
71.07217,73.70465
71.11059,66.3495
69.48402,62.20543000000001
70.18338,65.421
65.46124,63.9922
62.04073,62.784580000000005
63.60063,63.52486
65.60613000000001,63.49966
68.02969,62.89658000000001
61.815709999999996,63.72784
63.78886,63.73231
64.89023,64.39579
65.79072,63.70072
66.42371,64.44796
68.80877,64.2795
61.765209999999996,65.18412
64.30301999999999,65.10118
63.69064,65.56277
64.99662,64.94454
65.34899,65.14227
64.81278,65.16843
65.71736,65.58149
66.03148,65.63474000000001
67.04912,64.87191
67.77521999999999,65.4176
69.04964,64.7231
62.1833,65.84559
62.76393,65.77333
63.88391,66.67371
65.41055,66.54726
64.62347,66.43228
65.64621,66.3326
66.16257,66.24935
65.99538000000001,66.39759000000001
65.79786,66.69366
67.42936,66.22114
67.11933,66.43499
67.32907,66.65758000000001
67.86233,65.76873
68.31609,66.20784
67.96359,66.30166
68.68615,65.81894
71.18085,66.34562
62.4296,66.88369
62.88524,66.8162
64.07313,67.36245
63.88596999999999,67.68308
64.8272,67.19885
65.39653,67.26903
64.77344000000001,67.45130999999999
68.66581,68.95907
65.19783000000001,62.013000000000005
64.32621,64.10658000000001
66.08278,66.00879
69.01679,65.77796
64.50194,66.94445999999999
66.07654000000001,66.81229
65.73631,67.01431
66.45485,67.43705
65.63018000000001,66.8442
66.39423000000001,67.25391
67.33686999999999,67.52273000000001
66.83938,67.17782
66.69739,67.6068
67.34708,66.8991
67.35319,66.74675
67.93575,67.16928
67.76608,67.23833
68.11569,66.75589000000001
68.2548,66.79828
68.83426999999999,67.488
69.40758000000001,67.1104
69.32068000000001,67.06455
70.48,66.93899
70.06429,67.54723
70.63764,66.85661999999999
62.41134,67.70971
63.15274,67.88296
63.51409,68.66534
63.91446,68.58164000000001
64.61683000000001,68.44493
64.86185,68.41199
65.91332,68.44665
66.1992,68.38258
66.45978000000001,67.92987
65.50286,68.3033
66.87795,67.97479
67.0791,68.18304
66.83256,68.57984
67.18231,68.56974
66.51763000000001,67.81854
66.95295,67.8796
66.63586,68.22794
68.18453000000001,68.01258
67.60565,67.85023000000001
68.27918000000001,67.80077
67.97994,68.59968
69.00094,68.08671
69.31139,67.87656
68.88641,68.47849000000001
68.94824,68.60006
69.42186,68.07838000000001
69.49516,68.08199
70.34647,67.73210999999999
69.92358,68.4132
70.69078,68.59541
70.56571,68.28458
72.40997,68.06489
72.47685,68.41445
62.721180000000004,69.36998
63.9001,69.00435
64.50433000000001,69.37297
64.81813000000001,68.89496
65.37581999999999,69.37382
65.82611999999999,69.34415
66.29436,68.96686
65.81042,69.59886999999999
66.80854000000001,69.24597
67.16724,69.68301
67.30525,68.90541
67.54576999999999,69.07283000000001
67.86855,69.03296999999999
68.35003,69.18202
67.60818,69.64233
68.48397,68.82818
68.56724,69.24165
69.07405,69.10265
68.56831,68.98512
69.15373000000001,69.31551
68.60744,69.20435
68.5443,68.93765
69.65536,69.36661
70.41632,68.71181
69.97528,68.75662
70.26613,69.35439000000001
71.31667,69.42891
71.29178,69.52003
72.59442,69.2275
64.40268,69.95069000000001
64.9127,69.9199
66.34756,69.98123000000001
66.04290999999999,69.74221999999999
65.69476999999999,69.82326
66.71512,69.90223
66.64971,70.2992
68.33241,69.83745
67.94335,69.94847
67.96734000000001,70.27479
68.27656999999999,70.67752
68.75008000000001,70.38903
69.05441,70.37578
69.00755,70.60668000000001
69.39488,70.16920999999999
69.7628,69.85223
69.6464,70.23353
70.45427,70.28373
69.89851999999999,70.33881
70.984,69.81443
71.22015,70.54739000000001
71.45442,69.96746
71.60965999999999,69.73702
73.20296,69.8604
63.89131999999999,70.87111
65.99384,71.36657
66.0424,71.1878
67.47658,70.75001
66.68526999999999,70.72998
68.27034,71.32092
67.72898,70.88794
68.28372,70.9085
68.39453,70.87661999999999
69.12925,71.19803
69.10844,71.31925
69.74195999999999,71.22916
69.9987,71.35939
69.56148,71.60205
69.97779,70.97309
70.88691,71.1886
70.64686999999999,71.40319000000001
72.26404000000001,71.39524
71.50569,70.88752
73.01402,71.27449
66.20254,72.10289
67.26312,72.03197
67.8086,71.9969
69.08284,71.72577
69.35106999999999,71.92914
69.59962,72.20518
70.08948000000001,72.29401
70.18385,72.5854
71.26955,72.04673000000001
72.07717,71.80541
72.33894000000001,71.80464
67.06775999999999,73.06559
67.85929,73.44548
69.07274,73.19223000000001
69.59893000000001,73.37471
69.73728,73.22554000000001
70.54066,72.88356999999999
72.40961999999999,72.77826
72.78889000000001,73.26989
68.10144,73.96165
68.6106,74.64341999999999
71.293,73.92565
72.09445,74.58766999999999
74.69236,74.31029000000001
71.16246,75.10003
68.30804,77.15504
60.418569999999995,60.78204
63.944590000000005,62.36303
63.068490000000004,66.40186
63.98036,58.50708
73.89524,70.00052
72.03687,70.99433
61.02471,64.96417
65.39914,70.47639000000001
71.96564000000001,69.23383000000001
71.29643,64.90184
65.15836999999999,68.7749
68.90263,69.85805
64.45192,62.52373000000001
63.994690000000006,63.28805
66.46124,63.52861
67.12556,62.874559999999995
62.27941,63.91754
63.8488,64.32325
65.43611999999999,64.22405
65.62145,64.59643
66.16956,64.28548
67.62675,63.78835
60.213930000000005,65.66404
62.99378000000001,64.80838
63.572390000000006,65.63528000000001
65.15088,64.74897
65.13462,64.79081
64.79732,65.10988
66.24856,65.55215
66.22743,65.30083
66.6056,65.1426
67.99167,65.09433
69.04862,64.81397
62.12902,65.95058
63.16226999999999,66.37510999999999
64.45496999999999,66.38624
63.754830000000005,66.31904
64.63959,65.80919
64.59106,66.09555999999999
66.06003,66.49077
65.98544,66.32632
65.66176,66.59779
67.11501,66.00909
67.31302,66.45585
67.16149,66.00818000000001
68.38679,66.46605
67.64175,66.37783
67.55466,66.34685
68.53614,66.31558000000001
70.02702,66.62303
61.07411999999999,66.79229000000001
62.72387,67.5336
64.28641999999999,67.15587
64.11073,66.78050999999999
63.68318000000001,67.25544000000001
64.68393,66.79006
64.66753,66.88298
67.95848000000001,68.1121
64.60933,63.615719999999996
66.07775,63.17978000000001
65.25267,65.67211
69.67201,67.23403
65.33965,67.4089
65.54375,67.57913
66.1112,67.20643000000001
66.22968,67.10018000000001
66.00879,66.80556999999999
66.03248,67.09308
65.94624,66.91372
67.09734,66.77528000000001
66.98893000000001,66.97572
67.38837,67.66639
67.4075,67.62089
67.31108,67.66841
68.27150999999999,67.32571999999999
68.33586,67.04153000000001
67.56752,66.96445
68.23182,67.07223
69.07604,67.169
68.77033,67.48076999999999
70.49154,67.67057
70.00766999999999,66.86465
69.52006999999999,67.04437
61.50617,67.72523000000001
62.93875,68.52969
64.10318000000001,67.8741
63.851569999999995,67.84693
65.08731,68.26632
64.62588000000001,68.18364
65.8912,68.55723
66.24386,67.77136999999999
65.66031,67.92976
66.05344000000001,67.72522
66.30711,67.98916
67.15303,68.0679
66.90986,67.77199999999999
66.89435999999999,68.11035
66.56566,68.16623
67.23789000000001,68.61054
67.05684000000001,68.2893
67.94515,68.38263
67.94026,68.6212
67.84234000000001,68.27802
67.91887,67.93914000000001
68.63961,67.7105
68.60477,68.351
69.04035999999999,68.14712
69.03336,67.97421
69.12496999999999,68.23682
68.53779,68.05699
70.24335,68.49856
69.84308,68.58894000000001
69.90057,67.74098000000001
71.48946,68.69765
72.37013,68.63531
71.94413,68.37844
61.019040000000004,69.11352
63.0108,69.35385
64.5793,69.5135
65.39658,69.11
64.84995,69.64324
65.54542,69.40655
65.56421,69.18575
66.09747,68.80709
67.40602,69.11679000000001
66.5839,69.02705999999999
67.41035,69.05703000000001
67.21634,69.14581
68.23175,68.7308
67.88053000000001,68.9798
68.0153,68.95303
67.69332,69.1639
68.85462,68.81649
68.73264,68.73746
69.0711,69.00102
68.79964,69.28222
68.79876,69.37676
69.32240999999999,68.90879
69.60923000000001,69.32318000000001
69.76071,69.63871999999999
70.1611,69.43581
70.12109,68.97885
71.10802,69.54252
71.44164,68.73496999999999
71.75005999999999,69.20127
64.35591,70.36166999999999
65.16253,70.10118
66.09529,70.39506999999999
65.78674000000001,70.03877
65.53927,69.76556
66.71703000000001,70.39131
67.17284000000001,70.0372
67.16853,70.25908000000001
68.06061,69.87080999999999
67.85988,70.69845
68.1968,70.25756
69.29536999999999,69.7177
68.84066999999999,70.31993
69.18095,69.95735
68.69659,69.72691
69.45833,70.22698000000001
70.0483,70.02038
69.6916,70.32035
70.20658,70.39947
70.79086,69.78074000000001
70.87977,69.7598
71.30702,70.53827
72.3266,70.03449
72.7824,70.59135
64.40052,71.13378
64.89121,71.15371
65.84506,71.03018
67.35461,70.93936
67.44953000000001,70.78603000000001
67.86439,71.50695
67.92443,71.57023000000001
68.49998000000001,70.83563000000001
67.60602,70.96118
69.37288000000001,71.55428
69.34931,71.08274
69.48306,71.49587
70.21887,71.36997
70.02161,71.49891
69.83698000000001,71.01177
69.6041,71.62784
71.49829,71.36701
72.16894,71.23425999999999
72.41045,70.90129
72.52521,71.53087
64.6702,72.441
66.78416999999999,72.5999
67.83400999999999,71.79167
68.15907,72.00806
69.19301,72.01746
68.86739,72.44981
70.11126,71.92864
70.12007,72.0908
71.03690999999999,72.57398
71.43196,72.53335
72.04564,71.78483
72.738,72.57594
68.02564,73.06795
69.04939,73.18852
68.86355999999999,73.39371
69.63421,73.3754
71.24085,73.67679
71.95679,72.84789
72.89983000000001,72.99608
65.86028,74.67822
68.48883000000001,73.8507
70.72676,74.35692
72.34581999999999,73.99906
72.59921999999999,73.92525
68.82986,75.67784
73.49987,76.10484
70.0599,78.2476
67.9291,61.896190000000004
64.66998000000001,69.86215
60.7795,62.26801
74.94058000000001,71.40839
70.64925,71.60925
60.915259999999996,65.51351
65.28934,71.86574
71.362,71.16645
71.66893,64.53321
62.688680000000005,65.25053
71.39326,69.62871
66.56302,65.10223
67.18788,61.03526
62.532,63.12132
64.85512,63.5968
66.94161,63.478480000000005
62.3603,63.831619999999994
63.58145,64.18388
65.44633,64.66888
65.00539,64.06363
66.43717,64.38072
66.6676,64.60295
59.4898,64.81735
63.00108,65.22864
64.0892,65.62354
64.0753,65.62755
64.52103000000001,64.8584
65.19230999999999,65.6482
66.30604,65.6904
66.03081,65.58218000000001
66.83096,65.08945
68.19724000000001,64.87234000000001
68.6599,65.68794
61.293690000000005,66.54460999999999
63.26089,66.23255
63.861619999999995,65.91034
64.13176,66.29881999999999
64.81105,66.33603000000001
64.55986999999999,66.19024
66.19436999999999,66.12728
66.5,66.1938
66.43436,65.82389
67.30468,66.61389
67.36559,66.45299
67.29162,66.25633
67.69874,66.53703
68.38221,66.28457
67.76711999999999,65.90354
69.29587,66.61969
69.66476999999999,66.59349
60.03436,67.30641
62.1356,67.41523000000001
63.64046999999999,67.51658
63.82278,66.94071
64.46555,67.11246
64.73798000000001,66.99107
65.43021,66.94124000000001
65.07381,68.06898000000001
69.29517,67.47908000000001
67.67996,63.00731
64.94266999999999,67.40208
69.47933,68.75690999999999
65.05963,66.90827
65.01253,67.28305
65.61963,67.15978
65.94819,67.12405
65.68803,67.07313
65.87689,67.17665
65.91481,66.74724
67.41946,66.81865
66.53833,67.43735
67.41995,67.37321999999999
67.21977,66.96049000000001
67.33721,67.40154
68.11283,66.91834
68.02017,66.93007
68.02829,66.78425
68.35139000000001,66.7842
68.80254000000001,67.15158000000001
69.49306999999999,67.45025
70.2297,67.68985
69.71996999999999,67.13767
70.16651,67.60589
61.07369,67.96334
62.66947,68.65674
64.32254,68.42971999999999
64.27362,68.01111
64.96148000000001,68.61891
64.77221999999999,68.50647
66.2365,67.77439
66.10686,68.09836999999999
66.42772,68.19228000000001
66.22726999999999,68.54918
65.87574000000001,68.59413
67.03017,68.65281999999999
67.48545,68.40294
66.7367,68.54259
66.69181,68.59444
67.31766,67.87885
67.1219,68.0454
67.82592,67.96346
68.4376,68.55091999999999
67.74551,68.07785
68.0934,67.93252
67.71665,68.5916
68.99349000000001,67.90890999999999
69.24616,68.63842
69.2828,68.6514
69.26254,68.40634
68.75605,68.19563000000001
69.62519,68.3391
69.61941999999999,68.13175
69.94715,67.79551
70.58915999999999,68.24471
72.34058,67.96366
71.56142,68.02669
72.94457,68.07695
63.33776999999999,69.23339
64.3445,69.22874
65.14076999999999,68.9062
65.2424,69.33247
65.90397,69.53206
65.98763000000001,69.02418
65.57065,69.26288000000001
65.82733,69.55433000000001
66.88576,69.3664
66.98594,68.96569000000001
67.41537,69.33038
67.93319,69.10425
67.77812,69.29199
68.44999,69.26009
68.32281,68.71424
68.35148000000001,69.48488
68.73678000000001,69.48141
68.97673,68.88311
69.31931,68.83524
68.80442,69.42378000000001
68.90434,68.82387
69.80381,69.06951
69.66712,69.18528
70.38051999999999,69.26989
70.29892,68.83726999999999
71.02634,69.11594000000001
71.28432,69.39569
72.03259,68.70258000000001
63.265390000000004,70.39288
64.87623,70.49606
65.72721999999999,70.11816999999999
66.13831,69.75304
66.48902,70.25238
66.06395,70.28837
66.73532,69.71807
67.12329,70.13835
67.57160999999999,70.41752
68.18285999999999,69.91638
68.33868000000001,69.7803
68.14658,69.90789000000001
69.17022,70.29221
69.17596999999999,70.20136
68.52789,70.42766
68.84874,70.40239
69.69833,70.65713000000001
69.86528,69.7276
70.48646,70.45174
71.16238,70.52535999999999
70.58946,70.45682
70.54353,70.52011
72.38576,70.25621
73.18522,70.32714
64.12344,71.39933
64.62855,71.03487
65.74244,71.61276
67.11563000000001,70.90129
66.81497,71.36831
68.38001,71.46158
68.33835,71.22939000000001
68.25066,71.59368
68.36488,71.6476
68.67873,71.33885
68.70293000000001,71.13133
69.0466,71.52388
70.17375,70.95837
69.86849000000001,71.48199
70.15821,70.85433
70.24204,71.41922
71.41811,71.30872
70.66031,71.22321
72.42614,71.4506
73.04341,70.76122
64.6891,72.65576
67.09928000000001,71.96434
67.79858,72.3071
68.37299,72.2446
69.19364,72.38029
68.5938,72.04211
69.86969,71.77644000000001
70.17952,72.54876999999999
70.51811,72.57381
71.00743,71.90584
71.83086,72.62021999999999
72.81121,72.4218
67.95451,73.13823000000001
67.81317,73.60773
69.32812,73.2649
70.45127,73.0769
71.38916,73.69792
72.31022,73.60551
71.8821,72.87015
64.61601,73.90142
67.75381999999999,74.32431
69.90335,73.87776
70.87039,74.20971999999999
72.71533000000001,74.47833
69.03941999999999,75.07304
72.44463,76.3516
69.07253,78.36479
70.1758,61.220209999999994
72.37219,72.63356
59.637769999999996,64.94291
73.27736999999999,73.02984000000001
68.12621,71.81569
63.15234,65.29123
66.00489,60.90911
71.45303,72.131
68.1456,70.98853000000001
65.25527,61.7019
70.41584,67.51436
68.38452,64.37789000000001
61.89133,63.2825
64.98391,63.478919999999995
66.21887,63.66235
59.483909999999995,63.946369999999995
62.77645,63.938309999999994
63.865069999999996,63.947219999999994
64.56486,64.08187
65.60265,64.68701999999999
66.28333,64.38337
70.55256,63.911319999999996
62.14539,64.84281999999999
64.37906,65.33216
64.35191,65.2375
64.91304000000001,65.47348000000001
65.33085,65.16309
65.17545,65.35727
66.10285,65.59545
66.05004,64.70258000000001
67.38231,64.76966
67.83999,65.55892
70.27309,65.42338000000001
63.19263,66.54624
63.66834,65.70133
64.12671,66.12315
64.71388,66.2678
65.14662,66.55539
65.94428,66.42398
65.67785,66.50633
65.95134,66.27712
67.30819,66.42142
66.69404,66.25827
66.56885,66.1285
66.80951,66.53558000000001
68.24011,66.32575
67.5344,66.11991
68.4157,65.87925
69.09588000000001,65.70978000000001
70.81036,66.10198000000001
61.681830000000005,67.57236999999999
63.04493000000001,67.4361
64.34945,67.00761
63.893359999999994,67.21048
65.48176,67.1921
64.726,67.39528
64.65128,67.44979000000001
67.47270999999999,68.18883000000001
66.76701,62.74094
64.98147,66.34954
69.38684,65.69966
63.7123,68.36264
64.63358000000001,67.52548
66.00036999999999,67.24632
65.96621,67.21519
66.49750999999999,67.45383000000001
66.27176999999999,66.93472
65.67891999999999,67.6832
66.86814,66.97218000000001
66.73495,66.73049
66.53357,66.75153
67.05051,67.4346
67.04958,66.92896
67.55908000000001,67.49282
67.58076,66.93944
67.51942,67.03135
68.12592,66.91542
68.57465,66.97758
68.52484,67.14931999999999
69.20286,67.53093
69.7551,67.52202
69.91868000000001,67.27928
70.50329,67.56893000000001
62.835280000000004,67.75773000000001
63.24504,68.10565
64.44601999999999,68.49664
64.31819,68.5851
64.73521,67.85579
64.72352,68.60795999999999
65.97740999999999,68.19156
65.63739,68.25828
65.83449,68.15401
65.87064000000001,68.18623000000001
66.61001,68.16064
66.75820999999999,68.6097
66.77011999999999,68.34391
67.21373,68.65678
67.09047,68.51914000000001
66.93359,67.72093000000001
68.03851999999999,67.96986
67.98476,67.75073
68.25046,68.09745
68.26078000000001,68.64602
68.21235,68.2318
68.54029,68.18244
68.50469,68.15011
69.13248,68.13611
69.21981,68.10048
69.34385,68.53036999999999
69.41153,68.37728
70.25056,68.17652
69.68641,67.7452
70.51091,67.93037
71.29598,68.25872
72.20218,68.33639000000001
72.33929,68.27405
62.91628000000001,69.5816
63.93525,68.70026999999999
64.59851,68.93075
65.47400999999999,68.78663
65.86399999999999,69.0649
66.30684000000001,68.99285
65.77587,68.99516
66.48385999999999,68.73929
67.31983000000001,69.47357
67.39901,69.08391999999999
67.05939000000001,69.07281
68.45161,69.62286
67.7061,69.35683
68.08389,69.16149
67.58923,68.81413
67.80388,68.9529
69.25919,69.47561
69.05301999999999,69.5506
68.70921,69.38889
69.02788000000001,69.57240999999999
68.94943,69.37092
68.81536,68.92229
69.91801,68.71081
70.45071999999999,69.2671
69.96349000000001,68.74473
69.75787,68.81509
71.38280999999999,69.47471999999999
71.08122,69.69306999999999
72.74936,69.65334
65.26855,70.46902
66.01549,70.00607
65.5142,70.61711
65.62374,70.51318
65.92199000000001,69.97204
67.11129,69.92313
66.89726999999999,70.46938
67.94195,69.91923
67.7274,69.71908
67.54999000000001,70.61155
67.96013,70.20868
68.83038,70.27586
69.43916999999999,70.18348
68.55957,70.5115
69.10638,70.50015
70.4814,70.24016999999999
69.92992,70.001
70.04238000000001,70.21726
69.56779,70.20554
71.01077,69.97788
70.62603,70.36632
71.46383,70.38931
71.62111999999999,70.18593
73.87758000000001,70.23168000000001
65.00573,70.74197
66.30354,71.47899
65.86743,71.41695
66.86667,71.20206999999999
67.15958,70.87987
68.06904,71.26557
67.57382,71.41653000000001
67.63354,71.24074
69.41356,71.15528
68.87191999999999,71.20588000000001
69.07779000000001,70.98515
69.81177,71.35642
70.01463000000001,71.21330999999999
69.56649,71.59639
70.25399999999999,71.25854
70.68296,71.53325
70.87874000000001,70.92787
72.45099,71.54786999999999
73.04359000000001,71.07293
74.40915,70.86163
67.40139,72.67319
66.53121999999999,71.77245
68.04593,72.64278
68.82772,72.48159
69.33069,71.9078
70.34676,72.18324
70.173,72.55104
70.80883,72.33861
70.7029,72.07098
72.35959,72.30646999999999
72.3661,72.05185
67.17534,72.75204000000001
67.84045,72.79178
68.9053,73.50605999999999
70.3752,73.68578000000001
71.18523,72.79593
71.41254,73.41049
71.70673000000001,73.02077
72.60072,73.20758000000001
67.57652,74.49237
68.55814000000001,73.81263
70.95019,73.81376
71.99783000000001,73.82642
75.17469,73.81739
73.07157,75.57544
69.92407,77.23474
65.54323000000001,60.05859
72.56260999999999,76.81926999999999
72.15051,66.72684
63.22006,58.79456
73.2645,67.89277
65.81296,61.049459999999996
67.70657,59.816930000000006
66.99681,70.75232
71.33181,68.26774
71.78314,69.30589
70.73836999999999,69.30199
70.30609,67.015
