positions,heights
A,185
M,180
D,177
D,185
D,183
D,185
M,175
A,187
D,188
D,184
D,183
A,179
D,182
A,193
A,189
D,183
D,180
D,194
A,187
D,165
M,177
M,180
D,190
M,174
A,178
D,178
M,185
D,185
A,194
D,185
A,191
D,193
A,173
M,185
GK,180
D,178
GK,185
M,188
D,186
M,180
A,180
D,180
A,180
D,190
A,179
M,179
D,192
GK,197
A,183
A,168
M,180
M,180
M,188
M,179
M,178
M,180
M,183
A,178
D,185
M,177
D,185
D,180
D,179
A,190
A,180
A,183
M,192
M,189
D,178
GK,178
A,174
A,170
M,176
A,170
A,195
M,178
D,187
M,178
M,183
M,167
M,178
M,178
M,170
A,180
A,180
D,180
A,185
A,175
M,183
M,180
M,173
M,185
M,180
D,175
D,185
A,178
A,175
M,184
D,184
D,179
M,174
A,189
M,176
D,184
M,180
M,182
D,188
D,180
M,173
D,186
M,179
M,188
A,184
A,180
D,178
A,178
A,181
D,185
A,182
A,180
M,180
D,188
M,172
GK,183
A,191
D,181
D,178
GK,191
GK,191
D,178
D,173
M,188
M,179
A,180
A,193
A,179
D,185
M,178
D,179
M,183
D,168
D,183
A,184
A,180
A,203
A,173
D,180
A,170
A,193
M,175
M,175
D,178
A,191
M,174
M,188
M,167
A,173
M,183
M,184
D,183
GK,187
A,177
M,176
GK,184
D,185
D,184
M,180
A,181
GK,193
M,175
M,177
M,184
D,185
M,189
M,179
M,182
M,173
A,165
M,184
GK,191
M,175
A,185
M,187
M,170
M,184
M,178
A,174
A,179
A,178
M,181
D,194
M,179
D,185
D,180
M,178
M,184
A,178
D,188
M,176
D,191
M,174
A,180
M,180
A,182
D,180
A,192
GK,188
M,172
M,168
D,177
M,165
A,194
M,174
M,181
M,177
D,174
GK,180
GK,177
D,191
M,179
D,194
A,185
M,176
A,194
GK,187
D,187
D,173
M,188
GK,178
D,185
D,180
A,177
M,176
D,185
A,182
M,182
M,185
M,169
D,179
M,179
D,182
A,176
M,172
A,171
A,190
M,175
M,178
A,190
M,180
M,191
A,179
GK,187
D,189
GK,180
D,188
A,178
D,187
M,181
GK,189
D,185
M,178
M,190
GK,189
M,175
M,185
A,176
A,180
M,185
GK,186
D,188
GK,198
A,182
D,192
M,182
A,190
D,182
A,189
A,191
A,183
A,192
M,181
A,180
D,178
A,181
A,191
GK,182
M,178
M,173
D,192
D,188
D,180
A,175
GK,187
GK,187
D,182
M,185
D,182
GK,185
M,180
GK,189
M,177
D,182
A,172
M,184
D,174
M,184
M,168
A,175
D,180
A,183
A,175
M,174
D,185
A,185
GK,195
A,178
A,180
M,180
GK,182
M,179
M,172
A,187
D,181
M,165
M,177
GK,198
D,180
M,179
M,174
M,180
M,183
A,191
D,196
GK,182
A,180
M,185
D,181
M,178
A,176
M,179
D,191
D,188
M,176
M,175
A,178
GK,190
GK,192
A,185
D,180
M,174
M,175
M,175
M,178
D,181
D,193
D,173
M,185
M,170
D,190
D,189
D,182
GK,180
D,180
D,175
M,180
D,179
D,185
D,182
M,179
M,182
A,185
A,174
M,177
A,173
GK,186
D,182
D,191
M,171
M,183
A,192
D,185
GK,184
A,180
M,183
D,178
A,170
D,183
GK,185
GK,190
M,179
D,191
A,173
M,182
D,191
A,171
A,186
M,173
M,175
D,183
D,187
D,180
A,178
GK,197
A,187
A,171
M,179
M,186
M,178
M,180
D,175
A,177
M,176
A,183
A,183
D,173
D,180
D,170
A,178
M,170
D,176
D,189
D,185
D,180
D,180
A,178
A,176
A,175
M,180
D,183
A,170
A,178
M,180
M,184
D,181
D,178
A,180
M,177
M,178
A,178
A,176
M,179
D,188
D,184
A,185
A,179
GK,190
A,170
A,190
M,187
A,183
D,185
GK,185
D,187
M,177
A,185
M,175
A,179
M,181
D,180
M,176
D,162
D,179
GK,193
M,185
D,176
A,178
M,183
D,177
D,182
M,177
A,182
D,174
M,175
M,180
D,184
D,178
D,188
A,180
D,183
D,185
M,182
M,177
M,176
A,183
GK,187
GK,197
M,187
D,180
M,182
A,182
D,182
A,186
GK,185
M,172
A,174
A,181
A,186
GK,189
M,175
M,178
M,193
M,180
M,174
D,182
M,180
GK,193
A,180
A,181
M,173
A,188
A,187
A,174
M,171
D,180
M,178
D,180
A,179
M,191
M,183
GK,185
M,178
D,183
GK,178
D,191
D,181
M,184
D,172
A,187
M,180
A,180
M,190
D,184
D,188
GK,188
D,188
D,183
M,179
D,182
M,176
A,178
M,173
D,185
GK,185
A,189
M,178
GK,188
A,178
A,176
A,181
M,167
M,180
GK,185
M,180
D,183
M,189
D,194
GK,185
GK,190
D,185
D,179
M,178
A,173
M,177
D,180
A,178
A,175
D,183
A,170
M,179
D,186
M,188
A,186
A,175
GK,179
M,177
D,186
M,176
A,173
M,183
A,178
A,178
A,186
D,180
D,185
M,173
M,171
M,172
A,188
A,183
A,182
GK,187
M,176
A,173
D,185
D,180
M,183
D,170
M,180
A,193
M,175
M,174
A,177
A,188
D,180
D,182
D,186
A,187
D,186
A,180
D,184
D,190
A,165
GK,193
D,189
M,180
M,175
GK,188
M,180
M,169
D,183
A,173
A,183
M,179
D,189
M,182
D,186
D,179
D,182
A,179
GK,181
D,182
GK,181
M,175
D,190
M,184
A,183
A,183
D,186
M,186
D,173
D,180
A,188
A,175
M,181
M,179
D,183
D,186
D,173
D,168
M,184
M,183
D,178
A,193
M,178
D,177
D,189
M,178
A,176
M,182
M,174
D,180
A,179
M,180
D,183
M,173
D,183
M,185
D,185
D,188
D,188
M,173
A,160
M,174
A,182
A,178
GK,183
A,178
D,183
M,193
A,188
D,175
GK,196
D,175
A,185
M,185
M,183
M,185
M,183
M,180
M,165
M,175
M,183
A,183
D,183
A,178
D,180
M,178
M,173
A,179
D,186
D,187
D,185
D,175
D,173
A,175
A,191
A,188
A,195
A,191
M,185
GK,187
M,178
M,176
D,184
M,185
M,177
M,175
M,170
M,175
M,181
D,194
D,186
M,175
M,174
M,176
D,188
M,174
M,173
A,191
M,182
M,176
M,173
D,190
A,181
M,173
GK,188
A,170
D,194
A,178
M,177
M,181
D,186
M,180
A,191
M,179
A,178
A,180
M,178
D,175
A,181
A,170
A,182
M,184
A,182
M,180
D,175
M,178
D,168
A,175
D,188
M,183
A,184
D,188
GK,185
D,185
D,190
A,172
A,183
A,168
M,180
M,185
A,173
M,184
M,172
M,164
A,185
D,183
D,191
A,181
A,175
GK,191
A,178
D,180
GK,180
M,180
M,175
D,182
M,185
GK,191
D,175
GK,185
D,183
M,176
A,173
M,182
A,183
M,179
A,192
D,183
D,182
D,199
D,188
D,185
GK,196
A,185
A,178
A,183
D,188
D,187
M,183
M,184
D,184
M,185
GK,188
M,177
A,180
GK,194
M,187
M,175
D,191
A,186
A,178
M,178
GK,191
D,185
A,180
A,173
M,179
A,170
D,183
GK,196
M,180
GK,193
M,188
A,178
D,173
A,178
D,179
A,181
A,178
M,179
A,176
A,181
GK,194
M,177
D,184
D,184
M,179
A,178
A,180
GK,185
D,178
M,188
M,174
M,187
A,177
A,179
A,170
D,181
GK,186
A,176
D,180
M,177
A,190
GK,185
A,180
A,179
GK,189
D,185
M,175
A,182
A,184
D,180
M,182
D,180
D,187
A,184
M,187
M,177
GK,194
D,186
D,176
A,179
A,184
M,170
D,185
A,175
A,177
M,178
D,182
M,174
A,180
D,188
D,175
D,189
M,180
M,188
D,183
D,191
M,172
M,183
A,189
D,179
A,188
M,171
D,180
D,193
M,183
M,176
A,182
A,170
D,183
M,182
M,178
D,183
A,179
A,179
M,178
D,178
D,188
D,186
M,175
GK,193
D,178
A,180
M,176
D,180
A,186
M,170
M,169
A,180
M,179
A,178
GK,180
A,186
D,178
D,180
M,178
A,185
A,178
A,188
D,193
D,180
A,178
D,189
D,180
M,175
GK,192
D,191
D,183
M,185
M,180
M,182
M,183
A,189
D,176
M,178
D,183
D,188
M,170
A,182
D,183
M,171
D,171
A,180
A,178
A,178
A,176
M,174
GK,187
M,180
A,187
A,175
D,188
D,184
M,194
M,175
M,173
A,193
D,176
A,174
GK,197
D,191
D,173
A,177
M,175
M,182
D,181
A,179
GK,189
D,176
M,172
M,175
M,186
A,170
M,178
D,181
D,180
M,185
D,178
GK,185
GK,185
D,192
D,187
M,185
D,185
M,180
M,182
M,185
M,180
M,177
D,190
M,179
M,190
D,192
M,183
M,179
GK,183
D,193
GK,193
A,187
M,178
M,183
D,168
D,182
M,186
M,177
D,189
M,175
D,183
D,172
M,168
D,180
D,193
A,193
GK,193
A,180
M,181
A,193
D,175
D,171
A,183
M,178
GK,183
D,184
A,178
D,180
A,180
M,180
D,180
A,178
M,177
GK,189
M,175
A,180
A,183
GK,186
M,178
D,191
M,184
A,190
M,181
D,177
M,178
M,172
GK,189
D,193
M,187
A,193
A,181
A,185
M,193
A,183
D,192
M,175
M,171
A,190
M,169
A,181
M,188
GK,187
M,188
A,183
D,182
M,179
A,178
M,170
D,190
GK,199
A,180
A,190
D,186
D,183
D,190
M,181
D,180
A,175
A,177
A,190
M,178
M,181
D,182
A,178
A,191
A,184
M,181
A,187
M,174
A,178
D,183
GK,184
GK,180
M,185
D,185
GK,199
A,173
A,180
M,180
M,172
D,183
D,175
M,175
M,181
GK,184
D,182
D,182
GK,184
M,174
M,180
M,178
A,186
GK,187
A,180
M,183
A,185
M,183
D,193
M,185
M,179
GK,197
M,185
A,171
GK,188
D,183
GK,187
GK,188
A,175
D,186
A,188
GK,188
M,165
M,184
A,180
GK,191
A,194
M,182
M,169
A,191
M,176
D,183
D,173
M,182
M,184
A,191
M,173
M,173
M,180
A,171
A,174
M,170
A,191
D,186
D,190
GK,188
A,180
D,186
D,182
D,173
D,180
M,175
D,190
M,183
A,180
GK,195
A,175
D,182
A,186
A,172
A,189
A,170
D,182
GK,185
D,182
M,170
D,192
M,175
A,183
D,187
A,190
M,175
D,178
GK,191
A,170
M,180
D,183
D,174
GK,186
D,186
A,185
M,180
M,180
D,175
M,182
A,193
M,177
M,176
M,178
M,180
M,170
D,190
M,183
A,178
D,185
M,177
D,180
A,180
GK,190
D,185
A,193
M,180
D,195
D,182
GK,187
A,189
M,176
M,179
D,178
D,180
M,194
D,194
D,183
D,171
GK,185
A,189
M,185
M,183
D,190
M,181
D,186
M,175
D,185
A,179
A,178
M,181
D,182
GK,188
D,176
D,182
A,175
D,188
GK,188
D,178
GK,196
M,173
M,180
GK,190
A,166
D,176
M,180
D,185
D,188
A,174
GK,185
GK,189
D,188
A,176
A,181
D,190
D,175
M,180
M,178
D,188
M,178
M,178
D,181
M,189
D,185
M,178
M,175
D,183
D,188
D,186
M,173
D,191
D,185
GK,195
GK,184
M,175
GK,198
D,185
A,185
M,170
D,180
GK,185
M,175
GK,185
D,179
M,186
D,183
M,176
D,183
D,180
A,177
D,187
M,171
M,183
M,183
D,185
M,170
M,181
D,188
D,177
A,181
D,183
A,191
A,195
M,178
D,194
A,182
M,174
D,187
D,182
D,183
D,193
M,182
D,185
D,183
A,176
M,177
D,178
M,177
A,179
M,186
D,185
M,180
M,184
M,178
A,180
M,178
D,185
GK,183
M,185
M,178
A,188
D,178
D,187
D,187
D,178
A,170
D,180
D,181
D,192
M,173
D,183
D,183
D,180
A,185
D,183
M,175
A,183
D,187
M,171
M,182
GK,185
M,191
A,179
M,185
M,183
M,180
D,190
M,176
M,175
M,175
D,182
A,179
M,175
D,192
M,179
A,178
D,182
D,176
A,180
D,187
M,185
M,183
M,180
GK,186
M,171
D,189
M,191
A,184
D,186
D,189
M,180
A,180
M,192
A,188
M,176
A,190
D,183
A,181
M,178
M,183
M,178
M,180
D,183
A,184
A,180
M,177
GK,193
A,172
D,191
D,180
M,184
D,190
M,178
D,178
M,182
D,193
M,184
A,194
M,180
D,182
M,186
M,183
D,166
M,177
D,190
A,185
A,187
D,190
A,178
D,196
GK,190
D,182
M,183
D,183
M,173
D,185
D,184
D,195
M,181
M,183
M,183
D,191
A,186
D,182
GK,191
D,175
M,172
D,190
A,185
M,183
GK,187
D,185
M,179
D,186
M,184
D,167
M,184
GK,174
GK,184
D,179
M,185
A,185
D,180
GK,190
M,191
M,185
D,185
M,180
D,191
GK,188
GK,190
D,186
A,173
M,188
GK,193
A,188
M,179
M,180
M,175
M,186
D,187
GK,186
D,183
M,175
D,181
M,179
D,190
A,169
A,184
GK,196
GK,183
A,190
D,189
A,194
GK,186
M,170
A,175
A,180
M,181
GK,187
GK,184
D,187
M,166
D,185
M,183
A,177
D,184
D,175
M,178
GK,186
D,186
A,183
M,187
M,173
M,180
M,172
A,185
D,182
GK,184
GK,188
D,175
M,175
D,182
M,175
A,188
D,185
A,188
M,183
D,182
M,180
M,194
D,186
A,187
M,173
D,190
M,182
M,185
D,187
A,180
GK,177
M,180
GK,196
D,177
D,191
D,190
GK,193
D,182
M,169
M,190
M,175
D,182
GK,193
M,170
D,174
A,174
M,170
M,181
A,181
GK,191
M,180
D,183
D,171
M,180
M,180
D,191
M,178
M,178
GK,188
A,180
M,175
A,169
A,191
A,180
GK,188
D,173
D,188
D,191
D,189
GK,188
D,185
GK,196
D,188
D,188
GK,188
M,176
D,191
D,171
M,180
D,183
M,180
GK,196
A,183
M,180
M,170
A,182
D,181
D,193
D,172
D,175
GK,194
A,178
D,189
M,184
D,185
D,185
A,177
M,163
M,190
M,175
A,201
GK,191
M,184
D,193
M,175
D,183
M,183
M,178
GK,191
D,193
GK,194
A,178
D,181
GK,180
M,183
M,175
M,182
M,183
M,178
A,178
M,178
D,181
M,173
D,186
D,184
GK,193
M,175
D,175
GK,185
M,179
D,175
D,182
M,178
D,175
GK,187
A,173
A,180
D,180
D,185
M,178
M,176
M,179
M,189
D,183
A,184
M,173
M,178
D,178
A,176
GK,193
D,183
D,182
D,170
M,185
GK,185
D,198
D,180
D,173
M,182
M,187
D,188
M,175
M,168
D,185
D,182
M,174
D,190
M,179
A,181
M,183
M,185
D,180
M,185
D,178
D,188
GK,182
A,179
M,175
GK,189
M,179
M,179
D,181
M,193
GK,188
M,186
D,188
A,183
D,183
M,178
D,182
M,180
A,177
A,179
M,181
M,177
M,181
M,175
D,175
D,185
D,191
A,188
D,181
A,186
D,194
A,191
A,179
D,188
GK,193
A,185
D,178
A,185
D,191
A,180
A,164
D,186
M,190
M,174
D,181
M,173
A,191
M,182
D,178
M,178
M,173
A,178
A,180
D,177
GK,193
A,168
M,184
M,185
D,185
M,175
D,191
D,180
D,184
GK,190
D,188
GK,185
A,188
M,170
M,180
D,177
A,188
D,196
M,168
D,183
D,191
D,191
A,185
D,188
M,174
M,170
M,178
D,180
GK,193
M,170
M,182
M,176
M,173
M,170
D,183
D,180
GK,183
M,173
M,183
A,185
A,191
M,179
A,180
M,173
D,183
M,173
A,181
M,185
D,192
A,191
D,198
D,185
M,183
A,178
M,191
D,185
M,174
M,178
GK,180
GK,191
GK,181
A,191
A,178
M,182
A,178
M,175
A,174
M,175
GK,190
D,175
GK,183
M,175
GK,193
M,173
D,184
D,178
A,183
GK,191
D,178
M,174
D,189
M,174
A,193
A,180
D,178
D,189
A,175
D,185
M,180
A,185
M,177
M,173
D,186
M,173
M,178
M,175
A,175
M,183
GK,188
D,188
GK,193
M,188
D,170
A,183
M,175
D,175
D,183
D,180
A,185
M,185
GK,185
A,173
A,180
D,180
M,178
A,182
GK,183
D,185
D,180
A,175
M,178
D,193
M,183
D,185
D,183
D,178
D,180
D,187
A,178
M,180
M,178
M,191
M,188
GK,185
D,183
A,177
A,170
GK,188
A,173
M,182
D,186
D,185
D,185
GK,186
D,185
M,184
GK,182
M,188
A,192
M,183
GK,185
M,173
A,196
M,182
A,176
D,181
M,185
D,188
A,185
D,183
A,184
GK,188
D,173
A,186
M,178
GK,188
M,179
GK,191
D,191
GK,188
D,183
M,176
M,186
D,175
D,180
M,183
M,180
D,185
A,185
A,187
M,183
D,180
M,170
A,181
D,182
D,181
GK,185
M,168
D,184
A,191
D,184
M,183
GK,194
D,190
GK,189
M,181
D,177
D,190
M,179
D,186
A,178
D,190
M,175
D,192
GK,191
M,183
GK,191
A,184
M,174
GK,192
GK,187
D,178
D,176
A,175
D,191
M,179
GK,188
D,178
A,171
D,180
A,182
A,173
M,177
A,192
A,183
M,175
D,182
M,178
A,188
GK,192
D,183
M,186
D,188
M,180
GK,191
A,180
A,173
GK,191
A,185
A,181
A,175
D,180
D,178
A,175
GK,184
M,179
A,171
M,180
M,182
D,174
D,190
M,170
M,179
M,175
D,178
D,177
M,178
M,171
D,188
M,173
M,179
D,182
M,183
D,185
M,165
GK,182
GK,194
M,181
M,176
M,180
A,172
A,187
M,178
D,187
A,180
M,182
M,174
GK,196
M,196
A,175
A,189
A,175
D,183
D,179
M,179
